"workerid","strength","trial_num","target","degree","paraphrase0","gender","contextWithSuper","adjective","super_category","form","names","context","paraphrase1","paraphrase","contextWithSuperPronoun","condition","sub_category"
45,1,9," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Simon"," sees a professional gymnast.","super","super","","context","gymnast"
45,3,10,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","heavy","produce","positive","Claire"," picks up a watermelon.","super","super","","context","watermelon"
45,3,11," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional basketball player.","short","people","negative","William"," sees a professional basketball player.","super","sub_plural","","context","basketball player"
45,1,12,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a grape.","heavy","produce","positive","Laura"," picks up a grape.","super","sub_plural","","context","grape"
45,2,13,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Fall.","cold","days of the year","negative","Greg"," lives in Maryland and steps outside in Fall.","super","super","","context","day in Fall"
45,2,14,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Kim"," picks up an apple.","super","sub_plural","","context","apple"
45,1,15,"warm","temperature","sub_plural","female"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","warm","days of the year","positive","Jasmine"," lives in Maryland and steps outside in Winter.","super","sub_plural","","context","day in Winter"
46,1,1," short","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional gymnast.","short","people","negative","Kim"," sees a professional gymnast.","super","super","","context","gymnast"
46,2,2,"heavy","weight","sub_plural","female"," is in the produce section of the supermarket and picks up an apple.","heavy","produce","positive","Kathleen"," picks up an apple.","super","sub_plural","","context","apple"
46,2,3,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a toaster and looks at the price.","cheap","kitchen appliances","negative","Eric"," finds a toaster and looks at the price.","super","sub_plural","","context","toaster"
46,3,4,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Summer.","cold","days of the year","negative","Charles"," lives in Maryland and steps outside in Summer.","super","sub_plural","","context","day in Summer"
46,2,5,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a music video.","long","things you watch online","positive","Cameron"," finds a music video to watch online with their friend.","super","sub_plural","","context","music video"
46,1,6,"cheap","price","sub_plural","male"," is browsing around a kitchen appliance store. They finds a bottle opener and looks at the price.","cheap","kitchen appliances","negative","Daniel"," finds a bottle opener and looks at the price.","super","sub_plural","","context","bottle opener"
46,3,7," tall","height","sub_plural","female"," is sitting at a cafe watching people go by and sees a professional basketball player.","tall","people","positive","Angela"," sees a professional basketball player.","super","super","","context","basketball player"
46,3,8,"long","time","sub_plural","male"," is searching for things to watch online with their friend and finds a movie.","long","things you watch online","positive","Stephen"," finds a movie to watch online with their friend.","super","sub_plural","","context","movie"
46,1,9,"light","weight","sub_plural","male"," is in the produce section of the supermarket and picks up a grape.","light","produce","negative","William"," picks up a grape.","super","sub_plural","","context","grape"
46,1,10,"cold","temperature","sub_plural","male"," lives in Maryland and checks the weather everyday. They looks at the weather report for today, a day in Winter.","cold","days of the year","negative","Tom"," lives in Maryland and steps outside in Winter.","super","super","","context","day in Winter"
46,3,11,"cheap","price","sub_plural","female"," is browsing around a kitchen appliance store. They finds a dishwasher and looks at the price.","cheap","kitchen appliances","negative","Michelle"," finds a dishwasher and looks at the price.","super","sub_plural","","context","dishwasher"
46,1,12,"long","time","sub_plural","female"," is searching for things to watch online with their friend and finds a video of a cute animal.","long","things you watch online","positive","Veronica"," finds a video of a cute animal to watch online with their friend.","super","super","","context","video of the cute animal"
46,2,13," short","height","sub_plural","male"," is sitting at a cafe watching people go by and sees a professional soccer player.","short","people","negative","John"," sees a professional soccer player.","super","super","","context","soccer player"
46,3,14,"light","weight","sub_plural","female"," is in the produce section of the supermarket and picks up a watermelon.","light","produce","negative","Mika"," picks up a watermelon.","super","sub_plural","","context","watermelon"
